end;Indicateurs;ti_metropole;ti_fr;start
2022-04-14;2022-04-08|2022-04-14;1075.1415700138596;;2022-04-08
2022-04-15;2022-04-09|2022-04-15;1051.5280198873954;;2022-04-09
2022-04-16;2022-04-10|2022-04-16;1016.5597514590236;;2022-04-10
2022-04-17;2022-04-11|2022-04-17;1001.2108310741364;;2022-04-11
2022-04-18;2022-04-12|2022-04-18;805.7712955871342;;2022-04-12
2022-04-19;2022-04-13|2022-04-19;816.6819943190453;;2022-04-13
2022-04-20;2022-04-14|2022-04-20;767.3471758913588;;2022-04-14
2022-04-21;2022-04-15|2022-04-21;712.2711237921695;;2022-04-15
2022-04-22;2022-04-16|2022-04-22;663.061516345162;;2022-04-16
2022-04-23;2022-04-17|2022-04-23;626.4607110538418;;2022-04-17
2022-04-24;2022-04-18|2022-04-24;617.2316183529829;;2022-04-18
2022-04-25;2022-04-19|2022-04-25;668.3176984698914;;2022-04-19
2022-04-26;2022-04-20|2022-04-26;549.6059855078865;;2022-04-20
2022-04-27;2022-04-21|2022-04-27;498.9413644239155;;2022-04-21
2022-04-28;2022-04-22|2022-04-28;453.04928395146675;;2022-04-22
2022-04-29;2022-04-23|2022-04-29;416.8864350858088;;2022-04-23
2022-04-30;2022-04-24|2022-04-30;389.30321746041744;;2022-04-24
2022-05-01;2022-04-25|2022-05-01;379.04057015553263;;2022-04-25
2022-05-02;2022-04-26|2022-05-02;341.25167058133115;;2022-04-26
2022-05-03;2022-04-27|2022-05-03;319.77657736136825;;2022-04-27
2022-05-04;2022-04-28|2022-05-04;298.64849340204756;;2022-04-28
2022-05-05;2022-04-29|2022-05-05;281.9363525653569;;2022-04-29
2022-05-06;2022-04-30|2022-05-06;268.20093359027436;;2022-04-30
2022-05-07;2022-05-01|2022-05-07;260.65993307487184;;2022-05-01
2022-05-08;2022-05-02|2022-05-08;259.7042123237004;;2022-05-02
2022-05-09;2022-05-03|2022-05-09;256.29348213041544;;2022-05-03
2022-05-10;2022-05-04|2022-05-10;252.21651107710034;;2022-05-04
2022-05-11;2022-05-05|2022-05-11;248.29351568921433;;2022-05-05
2022-05-12;2022-05-06|2022-05-12;243.48360918818764;;2022-05-06
2022-05-13;2022-05-07|2022-05-13;236.95303872632513;;2022-05-07
2022-05-14;2022-05-08|2022-05-14;231.12847207105975;;2022-05-08
2022-05-15;2022-05-09|2022-05-15;229.0;;2022-05-09
2022-05-16;2022-05-10|2022-05-16;219.0;;2022-05-10
2022-05-17;2022-05-11|2022-05-17;214.0;;2022-05-11
2022-05-18;2022-05-12|2022-05-18;212.0;;2022-05-12
2022-05-19;2022-05-13|2022-05-19;211.0;;2022-05-13
2022-05-20;2022-05-14|2022-05-20;209.0;;2022-05-14
2022-05-21;2022-05-15|2022-05-21;206.0;;2022-05-15
2022-05-22;2022-05-16|2022-05-22;205.0;;2022-05-16
2022-05-23;2022-05-17|2022-05-23;199.0;;2022-05-17
2022-05-24;2022-05-18|2022-05-24;195.0;;2022-05-18
2022-05-25;2022-05-19|2022-05-25;192.0;;2022-05-19
2022-05-26;2022-05-20|2022-05-26;171.0;;2022-05-20
2022-05-27;2022-05-21|2022-05-27;179.0;;2022-05-21
2022-05-28;2022-05-22|2022-05-28;182.0;;2022-05-22
2022-05-29;2022-05-23|2022-05-29;185.0;;2022-05-23
2022-05-30;2022-05-24|2022-05-30;195.0;;2022-05-24
2022-05-31;2022-05-25|2022-05-31;207.0;;2022-05-25
2022-06-01;2022-05-26|2022-06-01;218.0;;2022-05-26
2022-06-02;2022-05-27|2022-06-02;252.0;;2022-05-27
2022-06-03;2022-05-28|2022-06-03;259.0;;2022-05-28
2022-06-04;2022-05-29|2022-06-04;270.0;;2022-05-29
2022-06-05;2022-05-30|2022-06-05;275.0;;2022-05-30
2022-06-06;2022-05-31|2022-06-06;257.0;;2022-05-31
2022-06-07;2022-06-01|2022-06-07;313.0;;2022-06-01
2022-06-08;2022-06-02|2022-06-08;343.0;;2022-06-02
2022-06-09;2022-06-03|2022-06-09;371.0;;2022-06-03
2022-06-10;2022-06-04|2022-06-10;397.0;;2022-06-04
2022-06-11;2022-06-05|2022-06-11;418.0;;2022-06-05
2022-06-12;2022-06-06|2022-06-12;428.0;;2022-06-06
2022-06-13;2022-06-07|2022-06-13;527.0;;2022-06-07
2022-06-14;2022-06-08|2022-06-14;534.0;;2022-06-08
2022-06-15;2022-06-09|2022-06-15;569.0;;2022-06-09
2022-06-16;2022-06-10|2022-06-16;604.0;;2022-06-10
2022-06-17;2022-06-11|2022-06-17;641.0;;2022-06-11
2022-06-18;2022-06-12|2022-06-18;668.0;;2022-06-12
2022-06-19;2022-06-13|2022-06-19;679.0;;2022-06-13
2022-06-20;2022-06-14|2022-06-20;748.0;;2022-06-14
2022-06-21;2022-06-15|2022-06-21;802.0;;2022-06-15
2022-06-22;2022-06-16|2022-06-22;855.0;;2022-06-16
2022-06-23;2022-06-17|2022-06-23;903.0;;2022-06-17
2022-06-24;2022-06-18|2022-06-24;956.0;;2022-06-18
2022-06-25;2022-06-19|2022-06-25;1003.0;;2022-06-19
2022-06-26;2022-06-20|2022-06-26;1018.0;;2022-06-20
2022-06-27;2022-06-21|2022-06-27;1092.0;;2022-06-21
2022-06-28;2022-06-22|2022-06-28;1152.0;;2022-06-22
2022-06-29;2022-06-23|2022-06-29;1220.0;;2022-06-23
2022-06-30;2022-06-24|2022-06-30;1271.0;;2022-06-24
2022-07-01;2022-06-25|2022-07-01;1305.0;;2022-06-25
2022-07-02;2022-06-26|2022-07-02;1339.0;;2022-06-26
2022-07-03;2022-06-27|2022-07-03;1349.0;;2022-06-27
2022-07-04;2022-06-28|2022-07-04;1400.0;;2022-06-28
2022-07-05;2022-06-29|2022-07-05;1410.0;;2022-06-29
2022-07-06;2022-06-30|2022-07-06;1409.0;;2022-06-30
2022-07-07;2022-07-01|2022-07-07;1405.0;;2022-07-01
2022-07-08;2022-07-02|2022-07-08;1385.0;;2022-07-02
2022-07-09;2022-07-03|2022-07-09;1357.0;;2022-07-03
2022-07-10;2022-07-04|2022-07-10;1343.0;;2022-07-04
2022-07-11;2022-07-05|2022-07-11;1256.0;;2022-07-05
2022-07-12;2022-07-06|2022-07-12;1182.0;;2022-07-06
2022-07-13;2022-07-07|2022-07-13;1091.0;;2022-07-07
2022-07-14;2022-07-08|2022-07-14;927.0;;2022-07-08
2022-07-15;2022-07-09|2022-07-15;879.0;;2022-07-09
2022-07-16;2022-07-10|2022-07-16;825.0;;2022-07-10
2022-07-17;2022-07-11|2022-07-17;808.0;;2022-07-11
2022-07-18;2022-07-12|2022-07-18;709.0;;2022-07-12
2022-07-19;2022-07-13|2022-07-19;641.0;;2022-07-13
2022-07-20;2022-07-14|2022-07-20;585.0;;2022-07-14
2022-07-21;2022-07-15|2022-07-21;628.0;;2022-07-15
2022-07-22;2022-07-16|2022-07-22;565.0;;2022-07-16
2022-07-23;2022-07-17|2022-07-23;533.0;;2022-07-17
2022-07-24;2022-07-18|2022-07-24;521.0;;2022-07-18
2022-07-25;2022-07-19|2022-07-25;464.0;;2022-07-19
2022-07-26;2022-07-20|2022-07-26;431.0;;2022-07-20
2022-07-27;2022-07-21|2022-07-27;399.0;;2022-07-21
2022-07-28;2022-07-22|2022-07-28;363.0;;2022-07-22
2022-07-29;2022-07-23|2022-07-29;330.0;;2022-07-23
2022-07-30;2022-07-24|2022-07-30;310.0;;2022-07-24
2022-07-31;2022-07-25|2022-07-31;303.0;;2022-07-25
2022-08-01;2022-07-26|2022-08-01;268.0;;2022-07-26
2022-08-02;2022-07-27|2022-08-02;249.0;;2022-07-27
2022-08-03;2022-07-28|2022-08-03;228.0;;2022-07-28
2022-08-04;2022-07-29|2022-08-04;211.0;;2022-07-29
2022-08-05;2022-07-30|2022-08-05;197.0;;2022-07-30
2022-08-06;2022-07-31|2022-08-06;185.0;;2022-07-31
2022-08-07;2022-08-01|2022-08-07;182.0;;2022-08-01
2022-08-08;2022-08-02|2022-08-08;164.0;;2022-08-02
2022-08-09;2022-08-03|2022-08-09;153.0;;2022-08-03
2022-08-10;2022-08-04|2022-08-10;146.0;;2022-08-04
2022-08-11;2022-08-05|2022-08-11;138.0;;2022-08-05
2022-08-12;2022-08-06|2022-08-12;131.0;;2022-08-06
2022-08-13;2022-08-07|2022-08-13;127.0;;2022-08-07
2022-08-14;2022-08-08|2022-08-14;126.0;;2022-08-08
2022-08-15;2022-08-09|2022-08-15;104.0;;2022-08-09
2022-08-16;2022-08-10|2022-08-16;109.0;;2022-08-10
2022-08-17;2022-08-11|2022-08-17;107.0;;2022-08-11
2022-08-18;2022-08-12|2022-08-18;105.0;;2022-08-12
2022-08-19;2022-08-13|2022-08-19;104.0;;2022-08-13
2022-08-20;2022-08-14|2022-08-20;102.0;;2022-08-14
2022-08-21;2022-08-15|2022-08-21;101.0;;2022-08-15
2022-08-22;2022-08-16|2022-08-22;118.0;;2022-08-16
2022-08-23;2022-08-17|2022-08-23;108.0;;2022-08-17
2022-08-24;2022-08-18|2022-08-24;107.0;;2022-08-18
2022-08-25;2022-08-19|2022-08-25;104.0;;2022-08-19
2022-08-26;2022-08-20|2022-08-26;103.0;;2022-08-20
2022-08-27;2022-08-21|2022-08-27;104.0;;2022-08-21
2022-08-28;2022-08-22|2022-08-28;104.0;;2022-08-22
2022-08-29;2022-08-23|2022-08-29;103.0;;2022-08-23
2022-08-30;2022-08-24|2022-08-30;103.0;;2022-08-24
2022-08-31;2022-08-25|2022-08-31;103.0;;2022-08-25
2022-09-01;2022-08-26|2022-09-01;105.0;;2022-08-26
2022-09-02;2022-08-27|2022-09-02;105.0;;2022-08-27
2022-09-03;2022-08-28|2022-09-03;104.0;;2022-08-28
2022-09-04;2022-08-29|2022-09-04;104.0;;2022-08-29
2022-09-05;2022-08-30|2022-09-05;105.0;;2022-08-30
2022-09-06;2022-08-31|2022-09-06;104.0;;2022-08-31
2022-09-07;2022-09-01|2022-09-07;104.0;;2022-09-01
2022-09-08;2022-09-02|2022-09-08;106.0;;2022-09-02
2022-09-09;2022-09-03|2022-09-09;107.0;;2022-09-03
2022-09-10;2022-09-04|2022-09-10;108.0;;2022-09-04
2022-09-11;2022-09-05|2022-09-11;109.0;;2022-09-05
2022-09-12;2022-09-06|2022-09-12;120.0;;2022-09-06
2022-09-13;2022-09-07|2022-09-13;132.0;;2022-09-07
2022-09-14;2022-09-08|2022-09-14;145.0;;2022-09-08
2022-09-15;2022-09-09|2022-09-15;158.0;;2022-09-09
2022-09-16;2022-09-10|2022-09-16;170.0;;2022-09-10
2022-09-17;2022-09-11|2022-09-17;179.0;;2022-09-11
2022-09-18;2022-09-12|2022-09-18;181.0;;2022-09-12
2022-09-19;2022-09-13|2022-09-19;195.0;;2022-09-13
2022-09-20;2022-09-14|2022-09-20;203.0;;2022-09-14
2022-09-21;2022-09-15|2022-09-21;210.0;;2022-09-15
2022-09-22;2022-09-16|2022-09-22;218.0;;2022-09-16
2022-09-23;2022-09-17|2022-09-23;229.0;;2022-09-17
2022-09-24;2022-09-18|2022-09-24;241.0;;2022-09-18
2022-09-25;2022-09-19|2022-09-25;247.0;;2022-09-19
2022-09-26;2022-09-20|2022-09-26;277.0;;2022-09-20
2022-09-27;2022-09-21|2022-09-27;297.0;;2022-09-21
2022-09-28;2022-09-22|2022-09-28;316.0;;2022-09-22
2022-09-29;2022-09-23|2022-09-29;331.0;;2022-09-23
2022-09-30;2022-09-24|2022-09-30;344.0;;2022-09-24
2022-10-01;2022-09-25|2022-10-01;354.0;;2022-09-25
2022-10-02;2022-09-26|2022-10-02;355.0;;2022-09-26
2022-10-03;2022-09-27|2022-10-03;376.0;;2022-09-27
2022-10-04;2022-09-28|2022-10-04;389.0;;2022-09-28
2022-10-05;2022-09-29|2022-10-05;398.0;;2022-09-29
2022-10-06;2022-09-30|2022-10-06;411.0;;2022-09-30
2022-10-07;2022-10-01|2022-10-07;422.0;;2022-10-01
2022-10-08;2022-10-02|2022-10-08;422.0;;2022-10-02
2022-10-09;2022-10-03|2022-10-09;425.0;;2022-10-03
2022-10-10;2022-10-04|2022-10-10;429.0;;2022-10-04
2022-10-11;2022-10-05|2022-10-11;432.0;;2022-10-05
2022-10-12;2022-10-06|2022-10-12;439.0;;2022-10-06
2022-10-13;2022-10-07|2022-10-13;435.0;;2022-10-07
2022-10-14;2022-10-08|2022-10-14;432.0;;2022-10-08
2022-10-15;2022-10-09|2022-10-15;435.0;;2022-10-09
2022-10-16;2022-10-10|2022-10-16;432.0;;2022-10-10
2022-10-17;2022-10-11|2022-10-17;418.0;;2022-10-11
2022-10-18;2022-10-12|2022-10-18;408.0;;2022-10-12
2022-10-19;2022-10-13|2022-10-19;395.0;;2022-10-13
2022-10-20;2022-10-14|2022-10-20;383.0;;2022-10-14
2022-10-21;2022-10-15|2022-10-21;369.0;;2022-10-15
2022-10-22;2022-10-16|2022-10-22;356.0;;2022-10-16
2022-10-23;2022-10-17|2022-10-23;354.0;;2022-10-17
2022-10-24;2022-10-18|2022-10-24;329.0;;2022-10-18
2022-10-25;2022-10-19|2022-10-25;308.0;;2022-10-19
2022-10-26;2022-10-20|2022-10-26;286.0;;2022-10-20
2022-10-27;2022-10-21|2022-10-27;265.0;;2022-10-21
2022-10-28;2022-10-22|2022-10-28;246.0;;2022-10-22
2022-10-29;2022-10-23|2022-10-29;228.0;;2022-10-23
2022-10-30;2022-10-24|2022-10-30;221.0;;2022-10-24
2022-10-31;2022-10-25|2022-10-31;185.0;;2022-10-25
2022-11-01;2022-10-26|2022-11-01;151.0;;2022-10-26
2022-11-02;2022-10-27|2022-11-02;150.0;;2022-10-27
2022-11-03;2022-10-28|2022-11-03;146.0;;2022-10-28
2022-11-04;2022-10-29|2022-11-04;142.0;;2022-10-29
2022-11-05;2022-10-30|2022-11-05;141.0;;2022-10-30
2022-11-06;2022-10-31|2022-11-06;141.0;;2022-10-31
2022-11-07;2022-11-01|2022-11-07;146.0;;2022-11-01
2022-11-08;2022-11-02|2022-11-08;162.0;;2022-11-02
2022-11-09;2022-11-03|2022-11-09;148.0;;2022-11-03
2022-11-10;2022-11-04|2022-11-10;144.0;;2022-11-04
2022-11-11;2022-11-05|2022-11-11;129.0;;2022-11-05
2022-11-12;2022-11-06|2022-11-12;134.0;;2022-11-06
2022-11-13;2022-11-07|2022-11-13;135.0;;2022-11-07
2022-11-14;2022-11-08|2022-11-14;137.0;;2022-11-08
2022-11-15;2022-11-09|2022-11-15;138.0;;2022-11-09
2022-11-16;2022-11-10|2022-11-16;141.0;;2022-11-10
2022-11-17;2022-11-11|2022-11-17;147.0;;2022-11-11
2022-11-18;2022-11-12|2022-11-18;166.0;;2022-11-12
2022-11-19;2022-11-13|2022-11-19;167.0;;2022-11-13
2022-11-20;2022-11-14|2022-11-20;168.0;;2022-11-14
2022-11-21;2022-11-15|2022-11-21;179.0;;2022-11-15
2022-11-22;2022-11-16|2022-11-22;190.0;;2022-11-16
2022-11-23;2022-11-17|2022-11-23;200.0;;2022-11-17
2022-11-24;2022-11-18|2022-11-24;207.0;;2022-11-18
2022-11-25;2022-11-19|2022-11-25;212.0;;2022-11-19
2022-11-26;2022-11-20|2022-11-26;216.0;;2022-11-20
2022-11-27;2022-11-21|2022-11-27;217.0;;2022-11-21
2022-11-28;2022-11-22|2022-11-28;231.0;;2022-11-22
2022-11-29;2022-11-23|2022-11-29;240.0;;2022-11-23
2022-11-30;2022-11-24|2022-11-30;252.0;;2022-11-24
2022-12-01;2022-11-25|2022-12-01;258.0;;2022-11-25
2022-12-02;2022-11-26|2022-12-02;262.0;;2022-11-26
2022-12-03;2022-11-27|2022-12-03;265.0;;2022-11-27
2022-12-04;2022-11-28|2022-12-04;267.0;;2022-11-28
2022-12-05;2022-11-29|2022-12-05;273.0;;2022-11-29
2022-12-06;2022-11-30|2022-12-06;277.0;;2022-11-30
2022-12-07;2022-12-01|2022-12-07;276.0;;2022-12-01
2022-12-08;2022-12-02|2022-12-08;282.0;;2022-12-02
2022-12-09;2022-12-03|2022-12-09;288.0;;2022-12-03
2022-12-10;2022-12-04|2022-12-10;292.0;;2022-12-04
2022-12-11;2022-12-05|2022-12-11;293.0;;2022-12-05
2022-12-12;2022-12-06|2022-12-12;294.0;;2022-12-06
2022-12-13;2022-12-07|2022-12-13;295.0;;2022-12-07
2022-12-14;2022-12-08|2022-12-14;291.0;;2022-12-08
2022-12-15;2022-12-09|2022-12-15;286.0;;2022-12-09
2022-12-16;2022-12-10|2022-12-16;280.0;;2022-12-10
2022-12-17;2022-12-11|2022-12-17;276.0;;2022-12-11
2022-12-18;2022-12-12|2022-12-18;273.0;;2022-12-12
2022-12-19;2022-12-13|2022-12-19;259.0;;2022-12-13
2022-12-20;2022-12-14|2022-12-20;250.0;;2022-12-14
2022-12-21;2022-12-15|2022-12-21;243.0;;2022-12-15
2022-12-22;2022-12-16|2022-12-22;236.0;;2022-12-16
2022-12-23;2022-12-17|2022-12-23;232.0;;2022-12-17
2022-12-24;2022-12-18|2022-12-24;223.0;;2022-12-18
2022-12-25;2022-12-19|2022-12-25;217.0;;2022-12-19
2022-12-26;2022-12-20|2022-12-26;187.0;;2022-12-20
2022-12-27;2022-12-21|2022-12-27;164.0;;2022-12-21
2022-12-28;2022-12-22|2022-12-28;144.0;;2022-12-22
2022-12-29;2022-12-23|2022-12-29;127.0;;2022-12-23
2022-12-30;2022-12-24|2022-12-30;109.0;;2022-12-24
2022-12-31;2022-12-25|2022-12-31;99.0;;2022-12-25
2023-01-01;2022-12-26|2023-01-01;98.0;;2022-12-26
2023-01-02;2022-12-27|2023-01-02;92.0;;2022-12-27
2023-01-03;2022-12-28|2023-01-03;87.0;;2022-12-28
2023-01-04;2022-12-29|2023-01-04;83.0;;2022-12-29
2023-01-05;2022-12-30|2023-01-05;76.0;;2022-12-30
2023-01-06;2022-12-31|2023-01-06;70.0;;2022-12-31
2023-01-07;2023-01-01|2023-01-07;65.0;;2023-01-01
2023-01-08;2023-01-02|2023-01-08;65.0;;2023-01-02
2023-01-09;2023-01-03|2023-01-09;57.0;;2023-01-03
2023-01-10;2023-01-04|2023-01-10;52.0;;2023-01-04
2023-01-11;2023-01-05|2023-01-11;47.0;;2023-01-05
2023-01-12;2023-01-06|2023-01-12;43.0;;2023-01-06
2023-01-13;2023-01-07|2023-01-13;39.0;;2023-01-07
2023-01-14;2023-01-08|2023-01-14;38.0;;2023-01-08
2023-01-15;2023-01-09|2023-01-15;37.0;;2023-01-09
2023-01-16;2023-01-10|2023-01-16;35.0;;2023-01-10
2023-01-17;2023-01-11|2023-01-17;33.0;;2023-01-11
2023-01-18;2023-01-12|2023-01-18;32.0;;2023-01-12
2023-01-19;2023-01-13|2023-01-19;31.0;;2023-01-13
2023-01-20;2023-01-14|2023-01-20;30.0;;2023-01-14
2023-01-21;2023-01-15|2023-01-21;30.0;;2023-01-15
2023-01-22;2023-01-16|2023-01-22;30.0;;2023-01-16
2023-01-23;2023-01-17|2023-01-23;30.0;;2023-01-17
2023-01-24;2023-01-18|2023-01-24;31.0;;2023-01-18
2023-01-25;2023-01-19|2023-01-25;32.0;;2023-01-19
2023-01-26;2023-01-20|2023-01-26;34.0;;2023-01-20
2023-01-27;2023-01-21|2023-01-27;35.0;;2023-01-21
2023-01-28;2023-01-22|2023-01-28;35.0;;2023-01-22
2023-01-29;2023-01-23|2023-01-29;35.0;;2023-01-23
2023-01-30;2023-01-24|2023-01-30;35.0;;2023-01-24
2023-01-31;2023-01-25|2023-01-31;35.0;;2023-01-25
2023-02-01;2023-01-26|2023-02-01;35.0;;2023-01-26
2023-02-02;2023-01-27|2023-02-02;36.0;;2023-01-27
2023-02-03;2023-01-28|2023-02-03;36.0;;2023-01-28
2023-02-04;2023-01-29|2023-02-04;36.0;;2023-01-29
2023-02-05;2023-01-30|2023-02-05;36.0;;2023-01-30
2023-02-06;2023-01-31|2023-02-06;38.0;;2023-01-31
2023-02-07;2023-02-01|2023-02-07;40.0;;2023-02-01
2023-02-08;2023-02-02|2023-02-08;41.0;;2023-02-02
2023-02-09;2023-02-03|2023-02-09;41.0;;2023-02-03
2023-02-10;2023-02-04|2023-02-10;42.0;;2023-02-04
2023-02-11;2023-02-05|2023-02-11;43.0;;2023-02-05
2023-02-12;2023-02-06|2023-02-12;43.0;;2023-02-06
2023-02-13;2023-02-07|2023-02-13;45.0;;2023-02-07
2023-02-14;2023-02-08|2023-02-14;47.0;;2023-02-08
2023-02-15;2023-02-09|2023-02-15;50.0;;2023-02-09
2023-02-16;2023-02-10|2023-02-16;53.0;;2023-02-10
2023-02-17;2023-02-11|2023-02-17;56.0;;2023-02-11
2023-02-18;2023-02-12|2023-02-18;58.0;;2023-02-12
2023-02-19;2023-02-13|2023-02-19;59.0;;2023-02-13
2023-02-20;2023-02-14|2023-02-20;61.0;;2023-02-14
2023-02-21;2023-02-15|2023-02-21;62.0;;2023-02-15
2023-02-22;2023-02-16|2023-02-22;62.0;;2023-02-16
2023-02-23;2023-02-17|2023-02-23;62.0;;2023-02-17
2023-02-24;2023-02-18|2023-02-24;61.0;;2023-02-18
2023-02-25;2023-02-19|2023-02-25;60.0;;2023-02-19
2023-02-26;2023-02-20|2023-02-26;59.0;;2023-02-20
2023-02-27;2023-02-21|2023-02-27;58.0;;2023-02-21
2023-02-28;2023-02-22|2023-02-28;57.0;;2023-02-22
2023-03-01;2023-02-23|2023-03-01;56.0;;2023-02-23
2023-03-02;2023-02-24|2023-03-02;55.0;;2023-02-24
2023-03-03;2023-02-25|2023-03-03;53.0;;2023-02-25
2023-03-04;2023-02-26|2023-03-04;54.0;;2023-02-26
2023-03-05;2023-02-27|2023-03-05;54.0;;2023-02-27
2023-03-06;2023-02-28|2023-03-06;58.0;;2023-02-28
2023-03-07;2023-03-01|2023-03-07;61.0;;2023-03-01
2023-03-08;2023-03-02|2023-03-08;65.0;;2023-03-02
2023-03-09;2023-03-03|2023-03-09;71.0;;2023-03-03
2023-03-10;2023-03-04|2023-03-10;75.0;;2023-03-04
2023-03-11;2023-03-05|2023-03-11;78.0;;2023-03-05
2023-03-12;2023-03-06|2023-03-12;79.0;;2023-03-06
2023-03-13;2023-03-07|2023-03-13;80.0;;2023-03-07
2023-03-14;2023-03-08|2023-03-14;83.0;;2023-03-08
2023-03-15;2023-03-09|2023-03-15;85.0;;2023-03-09
2023-03-16;2023-03-10|2023-03-16;86.0;;2023-03-10
2023-03-17;2023-03-11|2023-03-17;87.0;;2023-03-11
2023-03-18;2023-03-12|2023-03-18;89.0;;2023-03-12
2023-03-19;2023-03-13|2023-03-19;89.0;;2023-03-13
2023-03-20;2023-03-14|2023-03-20;93.0;;2023-03-14
2023-03-21;2023-03-15|2023-03-21;95.0;;2023-03-15
2023-03-22;2023-03-16|2023-03-22;97.0;;2023-03-16
2023-03-23;2023-03-17|2023-03-23;99.0;;2023-03-17
2023-03-24;2023-03-18|2023-03-24;101.0;;2023-03-18
2023-03-25;2023-03-19|2023-03-25;103.0;;2023-03-19
2023-03-26;2023-03-20|2023-03-26;103.0;;2023-03-20
2023-03-27;2023-03-21|2023-03-27;103.0;;2023-03-21
2023-03-28;2023-03-22|2023-03-28;103.0;;2023-03-22
2023-03-29;2023-03-23|2023-03-29;103.0;;2023-03-23
2023-03-30;2023-03-24|2023-03-30;101.0;;2023-03-24
2023-03-31;2023-03-25|2023-03-31;99.0;;2023-03-25
2023-04-01;2023-03-26|2023-04-01;98.0;;2023-03-26
2023-04-02;2023-03-27|2023-04-02;98.0;;2023-03-27
2023-04-03;2023-03-28|2023-04-03;95.0;;2023-03-28
2023-04-04;2023-03-29|2023-04-04;92.0;;2023-03-29
2023-04-05;2023-03-30|2023-04-05;90.0;;2023-03-30
2023-04-06;2023-03-31|2023-04-06;90.0;;2023-03-31
2023-04-07;2023-04-01|2023-04-07;89.0;;2023-04-01
2023-04-08;2023-04-02|2023-04-08;87.0;;2023-04-02
2023-04-09;2023-04-03|2023-04-09;86.0;;2023-04-03
2023-04-10;2023-04-04|2023-04-10;71.0;;2023-04-04
2023-04-11;2023-04-05|2023-04-11;76.0;;2023-04-05
2023-04-12;2023-04-06|2023-04-12;75.0;;2023-04-06
2023-04-13;2023-04-07|2023-04-13;73.0;;2023-04-07
2023-04-14;2023-04-08|2023-04-14;71.0;;2023-04-08
2023-04-15;2023-04-09|2023-04-15;69.0;;2023-04-09
2023-04-16;2023-04-10|2023-04-16;69.0;;2023-04-10
2023-04-17;2023-04-11|2023-04-17;79.0;;2023-04-11
2023-04-18;2023-04-12|2023-04-18;70.0;;2023-04-12
2023-04-19;2023-04-13|2023-04-19;67.0;;2023-04-13
2023-04-20;2023-04-14|2023-04-20;64.0;;2023-04-14
2023-04-21;2023-04-15|2023-04-21;62.0;;2023-04-15
2023-04-22;2023-04-16|2023-04-22;61.0;;2023-04-16
2023-04-23;2023-04-17|2023-04-23;61.0;;2023-04-17
2023-04-24;2023-04-18|2023-04-24;58.0;;2023-04-18
2023-04-25;2023-04-19|2023-04-25;56.0;;2023-04-19
2023-04-26;2023-04-20|2023-04-26;53.0;;2023-04-20
2023-04-27;2023-04-21|2023-04-27;51.0;;2023-04-21
2023-04-28;2023-04-22|2023-04-28;48.0;;2023-04-22
2023-04-29;2023-04-23|2023-04-29;47.0;;2023-04-23
2023-04-30;2023-04-24|2023-04-30;47.0;;2023-04-24
2023-05-01;2023-04-25|2023-05-01;36.0;;2023-04-25
2023-05-02;2023-04-26|2023-05-02;38.0;;2023-04-26
2023-05-03;2023-04-27|2023-05-03;37.0;;2023-04-27
2023-05-04;2023-04-28|2023-05-04;36.0;;2023-04-28
2023-05-05;2023-04-29|2023-05-05;35.0;;2023-04-29
2023-05-06;2023-04-30|2023-05-06;34.0;;2023-04-30
2023-05-07;2023-05-01|2023-05-07;33.0;;2023-05-01
2023-05-08;2023-05-02|2023-05-08;34.0;;2023-05-02
2023-05-09;2023-05-03|2023-05-09;31.0;;2023-05-03
2023-05-10;2023-05-04|2023-05-10;29.0;;2023-05-04
2023-05-11;2023-05-05|2023-05-11;27.0;;2023-05-05
2023-05-12;2023-05-06|2023-05-12;26.0;;2023-05-06
2023-05-13;2023-05-07|2023-05-13;25.0;;2023-05-07
2023-05-14;2023-05-08|2023-05-14;25.0;;2023-05-08
2023-05-15;2023-05-09|2023-05-15;29.0;;2023-05-09
2023-05-16;2023-05-10|2023-05-16;26.0;;2023-05-10
2023-05-17;2023-05-11|2023-05-17;26.0;;2023-05-11
2023-05-18;2023-05-12|2023-05-18;23.0;;2023-05-12
2023-05-19;2023-05-13|2023-05-19;24.0;;2023-05-13
2023-05-20;2023-05-14|2023-05-20;23.0;;2023-05-14
2023-05-21;2023-05-15|2023-05-21;23.0;;2023-05-15
2023-05-22;2023-05-16|2023-05-22;23.0;;2023-05-16
2023-05-23;2023-05-17|2023-05-23;23.0;;2023-05-17
2023-05-24;2023-05-18|2023-05-24;24.0;;2023-05-18
2023-05-25;2023-05-19|2023-05-25;26.0;;2023-05-19
2023-05-26;2023-05-20|2023-05-26;25.0;;2023-05-20
2023-05-27;2023-05-21|2023-05-27;25.0;;2023-05-21
2023-05-28;2023-05-22|2023-05-28;25.0;;2023-05-22
2023-05-29;2023-05-23|2023-05-29;20.0;;2023-05-23
2023-05-30;2023-05-24|2023-05-30;22.0;;2023-05-24
2023-05-31;2023-05-25|2023-05-31;21.0;;2023-05-25
2023-06-01;2023-05-26|2023-06-01;21.0;;2023-05-26
2023-06-02;2023-05-27|2023-06-02;20.0;;2023-05-27
2023-06-03;2023-05-28|2023-06-03;20.0;;2023-05-28
2023-06-04;2023-05-29|2023-06-04;20.0;;2023-05-29
2023-06-05;2023-05-30|2023-06-05;23.0;;2023-05-30
2023-06-06;2023-05-31|2023-06-06;21.0;;2023-05-31
